@relation opinion
@attribute category {positive,negative,neutral,objective}
@attribute exclamation_marks numeric
@attribute question_marks numeric
@attribute dot_marks numeric
@attribute word_count numeric
@attribute happy_emoji numeric
@attribute angry_emoji numeric
@attribute dcs_list_score numeric
@attribute positive_list numeric
@attribute negative_list numeric
@attribute posemo_list numeric
@attribute negemo_list numeric
@data
positive,0,0,0,19,0,0,-0.82,3,0,1,1
positive,0,0,5,21,0,0,-0.63,1,1,0,0
negative,0,0,3,23,0,0,0.37,3,1,4,4
neutral,0,2,1,24,0,0,-0.38,2,2,0,0
neutral,0,0,1,14,0,0,-0.21,1,1,0,0
neutral,0,1,2,19,0,0,-1.28,0,2,0,0
positive,0,0,1,20,0,0,-1.19,1,1,1,1
negative,0,1,1,22,0,0,-0.34,2,1,0,0
negative,0,0,1,17,0,0,1.10,1,0,1,1
objective,0,0,1,16,0,0,-1.11,1,0,0,0
positive,0,0,1,17,0,0,-0.71,1,0,1,1
neutral,1,4,1,23,0,0,-1.34,0,0,0,0
neutral,0,0,0,14,0,0,-0.97,0,0,0,0
positive,0,0,2,15,0,0,-0.94,0,0,0,0
positive,0,0,4,27,0,0,-2.85,2,0,1,1
positive,0,0,6,26,0,0,-0.54,0,1,0,0
objective,0,0,5,24,0,0,-1.88,0,0,0,0
positive,0,0,1,20,0,0,0.61,1,0,1,1
objective,0,0,1,13,0,0,-0.97,0,2,0,0
positive,1,0,1,19,0,0,-0.44,0,1,0,0
positive,0,0,1,25,0,0,-1.72,1,2,0,0
positive,0,0,0,10,0,0,-0.33,1,0,0,0
positive,3,0,0,2,0,0,-0.32,0,0,1,1
objective,0,0,4,24,0,0,-0.73,0,0,1,1
positive,2,1,0,17,1,0,-1.52,1,1,1,1
positive,0,1,3,20,0,0,-0.51,2,2,1,1
positive,0,0,2,27,0,0,-2.32,2,3,2,2
positive,0,0,2,21,0,0,-1.00,1,2,1,1
positive,2,0,3,22,0,0,-1.42,4,3,1,1
negative,1,0,3,27,0,0,-1.79,1,3,1,1
positive,4,0,1,22,0,0,-1.01,2,0,2,2
positive,1,1,2,19,1,0,0.46,2,4,1,1
negative,0,0,3,17,0,0,-1.32,1,1,0,0
positive,1,0,2,18,0,0,-1.02,0,0,0,0
positive,0,0,1,29,0,0,-1.11,5,5,0,0
negative,1,0,0,24,0,0,-2.03,4,1,0,0
positive,0,0,2,18,1,0,0.42,2,0,2,2
positive,0,0,0,27,1,0,-2.86,2,0,3,3
positive,10,0,5,15,0,0,-0.05,0,2,0,0
positive,0,0,4,12,0,0,-0.27,2,3,3,3
negative,0,0,0,29,0,0,-2.14,0,1,0,0
positive,2,0,0,28,0,0,1.22,3,1,2,2
positive,0,0,2,7,0,0,-0.06,0,0,0,0
negative,0,0,1,17,0,0,-1.30,1,0,0,0
positive,0,0,0,17,0,0,-0.12,1,0,3,3
negative,0,0,0,11,0,0,-0.20,0,1,0,0
positive,2,1,1,14,1,0,-0.26,1,0,1,1
positive,0,0,0,25,0,0,-0.57,2,0,2,2
positive,1,0,5,22,0,0,-0.80,2,0,1,1
negative,0,0,2,23,0,0,1.03,3,2,2,2
positive,3,0,0,19,1,0,-1.68,1,1,0,0
negative,1,0,1,18,0,0,-1.35,1,2,0,0
negative,0,0,4,24,0,0,-0.65,1,0,0,0
negative,1,0,0,10,0,0,0.03,1,0,1,1
negative,0,0,1,26,0,0,0.64,0,1,0,0
positive,1,1,5,15,1,0,-0.53,1,0,1,1
positive,0,0,2,24,0,0,-2.59,2,1,2,2
objective,0,0,2,25,0,0,-2.37,1,0,0,0
positive,2,0,0,23,0,0,0.25,5,3,2,2
positive,0,0,1,24,0,0,-0.95,2,1,1,1
negative,1,0,1,27,0,0,-0.15,2,4,2,2
objective,0,0,4,26,0,0,-2.07,1,1,0,0
negative,0,0,1,19,0,0,-1.35,1,3,0,0
positive,0,0,2,28,0,0,1.18,2,3,1,1
negative,0,0,0,24,0,0,-0.69,2,3,1,1
neutral,0,0,0,17,0,0,0.67,1,0,0,0
negative,0,0,2,18,0,0,-1.32,0,0,0,0
positive,0,0,1,19,0,0,0.13,1,0,1,1
positive,7,0,0,23,0,0,-2.35,1,0,1,1
positive,2,0,4,24,0,0,-0.81,0,0,0,0
negative,0,0,1,10,0,0,-0.90,0,1,0,0
negative,0,0,0,29,0,0,-2.21,1,2,1,1
positive,1,0,2,24,0,0,-2.58,5,1,2,2
positive,0,0,1,20,0,0,-0.61,1,1,2,2
neutral,0,0,4,24,0,0,-0.74,0,0,2,2
positive,0,0,1,27,0,0,-1.06,2,0,1,1
neutral,0,0,0,22,0,0,-0.61,1,2,0,0
positive,1,0,1,18,1,0,-1.24,1,0,1,1
negative,0,0,0,15,0,0,-1.22,1,0,0,0
positive,0,0,1,22,0,0,-0.32,0,0,0,0
neutral,0,0,2,14,0,0,-1.36,0,0,1,1
negative,0,0,1,14,0,0,-1.52,0,1,0,0
negative,0,1,1,22,0,0,-0.61,2,0,1,1
positive,1,1,4,24,0,0,-0.95,3,0,4,4
neutral,0,0,1,18,0,0,-0.00,0,0,0,0
neutral,0,0,4,25,0,0,-0.47,1,1,0,0
negative,0,0,4,25,0,0,-1.31,1,2,2,2
objective,0,0,1,22,0,0,-0.61,1,3,0,0
objective,0,1,0,12,0,0,-0.67,0,1,0,0
neutral,0,0,2,25,0,0,1.32,3,0,2,2
positive,1,0,1,22,0,0,-0.78,3,0,2,2
positive,2,0,0,21,0,0,-0.72,0,0,0,0
objective,0,0,2,20,0,0,-0.16,2,1,1,1
positive,0,0,5,30,0,0,-2.36,1,0,0,0
neutral,0,0,1,14,0,0,-0.85,0,0,0,0
positive,2,0,1,19,0,0,-1.24,3,3,2,2
negative,0,1,0,18,0,0,-0.54,4,3,0,0
positive,2,0,0,25,0,0,-2.19,3,4,3,3
positive,0,0,3,23,0,0,-0.59,1,0,1,1
positive,1,0,0,16,0,0,-0.40,3,1,1,1
negative,0,1,4,26,0,0,0.40,1,2,1,1
negative,0,0,5,24,0,0,-0.76,3,1,1,1
negative,0,1,0,13,0,0,-1.16,0,2,1,1
objective,0,0,4,21,0,0,-0.39,0,3,0,0
negative,0,0,5,15,0,0,0.31,0,3,0,0
positive,0,0,1,19,1,0,-1.08,0,0,0,0
negative,0,0,0,12,0,0,-0.46,0,1,0,0
negative,0,4,0,17,0,0,0.38,2,0,0,0
positive,2,0,2,22,0,0,-0.73,1,1,0,0
positive,1,0,1,20,0,0,-1.47,2,1,2,2
positive,8,1,0,24,0,0,-1.55,2,1,2,2
negative,0,0,1,22,0,0,0.75,3,2,2,2
positive,0,0,1,28,0,0,-2.14,2,3,3,3
negative,0,0,2,21,0,0,-0.65,3,1,4,4
neutral,0,0,5,27,0,0,0.01,2,3,0,0
positive,1,0,1,19,0,0,-1.15,1,1,1,1
neutral,0,0,4,20,0,0,-0.84,0,1,0,0
positive,1,0,0,14,0,0,-0.33,1,0,0,0
neutral,0,0,3,28,0,0,-0.49,2,1,2,2
positive,3,4,0,17,0,0,-0.79,0,0,0,0
positive,1,0,1,25,0,0,-0.72,3,3,2,2
positive,0,0,2,21,1,0,-0.62,3,1,2,2
positive,0,0,0,14,0,0,-0.22,1,1,1,1
positive,0,0,1,19,0,0,0.59,1,1,1,1
objective,0,0,4,25,0,0,-0.32,0,0,0,0
neutral,2,1,3,20,0,0,-0.38,2,3,0,0
negative,0,0,1,21,0,0,-0.70,1,1,1,1
positive,0,0,1,18,0,0,0.08,0,0,1,1
negative,0,0,3,12,0,0,-0.10,0,0,0,0
positive,0,1,0,15,0,0,0.02,2,1,0,0
neutral,0,0,2,26,0,0,-0.46,0,3,1,1
positive,2,0,2,31,0,0,-0.01,4,3,1,1
positive,0,0,9,19,0,0,0.44,1,1,2,2
neutral,0,0,1,19,0,0,0.38,0,1,0,0
positive,1,0,0,24,0,0,0.43,3,1,1,1
positive,0,0,2,18,0,0,-0.63,3,1,1,1
neutral,0,0,4,26,0,0,-2.25,1,0,1,1
positive,0,1,0,18,0,0,-0.02,1,0,1,1
neutral,0,0,2,15,0,0,-0.32,0,0,0,0
negative,0,0,4,25,0,0,-1.08,2,2,1,1
negative,0,0,0,21,0,0,-2.34,0,0,1,1
neutral,0,0,0,16,0,0,-0.94,0,1,0,0
positive,0,0,3,20,1,0,-0.55,4,0,4,4
neutral,0,0,1,14,0,0,-1.25,1,2,0,0
neutral,0,0,2,23,0,0,-2.43,1,1,0,0
positive,2,0,1,25,1,0,-3.16,1,1,0,0
neutral,0,0,3,25,0,0,-1.34,0,0,0,0
positive,0,0,0,20,0,0,0.83,3,0,3,3
positive,1,0,1,13,0,0,-1.11,1,1,1,1
neutral,0,0,6,25,0,0,0.05,2,0,1,1
positive,2,0,0,27,1,0,-1.87,3,1,0,0
objective,0,0,1,20,0,0,-0.95,0,1,0,0
negative,0,0,1,25,0,0,-0.09,2,1,0,0
objective,1,0,2,20,0,0,-2.26,0,1,0,0
positive,1,0,3,24,1,0,-1.29,1,1,0,0
positive,1,0,0,19,0,0,-0.96,2,2,2,2
negative,0,0,0,7,0,0,0.00,0,0,2,2
negative,1,0,3,25,0,0,1.42,2,0,1,1
positive,0,0,2,22,0,0,0.11,0,1,1,1
objective,0,0,2,21,0,0,0.40,1,0,0,0
positive,4,0,4,24,0,0,-1.25,0,0,0,0
positive,7,0,0,19,0,0,-1.58,2,0,3,3
objective,0,0,1,17,0,0,-0.28,3,2,0,0
neutral,2,0,3,19,0,0,-0.23,0,3,0,0
positive,0,0,4,15,0,0,-0.12,2,2,1,1
negative,0,0,2,10,0,0,-0.97,1,1,0,0
neutral,2,1,0,15,0,0,0.64,2,0,0,0
neutral,0,0,0,13,0,0,-0.61,1,0,0,0
objective,0,0,1,8,0,0,0.02,0,0,0,0
positive,1,0,1,26,0,0,1.49,1,0,3,3
neutral,0,0,0,21,0,0,-1.09,0,0,0,0
negative,0,0,4,20,0,0,0.51,1,0,1,1
positive,0,0,1,20,0,0,-0.56,2,0,3,3
positive,0,0,1,4,0,0,0.00,0,0,0,0
positive,0,0,1,16,0,0,-0.67,1,0,0,0
neutral,0,0,1,24,0,0,-1.50,1,1,0,0
positive,0,0,1,25,1,0,-0.91,2,1,2,2
negative,0,1,4,26,0,0,-1.35,5,3,0,0
neutral,0,0,4,19,0,0,-1.08,3,1,2,2
positive,0,0,0,7,0,0,0.21,1,0,1,1
negative,0,0,0,26,0,0,-2.11,2,1,2,2
positive,1,1,0,10,1,0,-0.00,1,0,0,0
neutral,2,0,0,12,0,0,-0.67,0,0,0,0
negative,0,0,1,19,0,0,-1.31,0,3,0,0
positive,3,0,0,18,0,0,-1.36,2,0,3,3
positive,1,0,0,11,0,0,0.13,2,0,2,2
negative,0,0,2,16,0,0,-0.10,1,1,0,0
objective,0,0,0,23,0,0,-1.29,1,1,1,1
neutral,2,0,2,23,0,0,-0.74,0,1,0,0
neutral,0,0,1,17,0,0,-1.07,1,0,0,0
positive,0,0,3,27,0,0,-1.00,4,5,2,2
positive,0,0,3,20,0,0,-0.02,0,2,2,2
objective,0,0,0,24,0,0,-1.02,1,3,1,1
positive,0,0,1,24,0,0,-0.54,3,0,0,0
neutral,0,0,1,8,0,0,-0.31,1,1,0,0
positive,1,0,1,16,0,0,-0.13,1,0,1,1
positive,0,0,3,20,0,0,-2.15,2,0,1,1
positive,0,0,0,18,0,0,-0.59,1,0,1,1
negative,0,1,1,19,0,0,-0.32,1,0,1,1
neutral,0,0,5,27,0,0,-1.29,2,4,0,0
positive,0,0,2,17,0,0,-0.86,3,0,4,4
positive,3,0,0,16,0,0,0.05,1,0,1,1
negative,1,0,1,24,0,0,0.07,1,5,0,0
positive,0,0,0,9,0,0,0.07,2,1,2,2
negative,0,2,4,23,0,0,-0.74,2,0,0,0
positive,0,0,1,23,0,0,0.25,2,1,2,2
negative,0,0,1,20,0,0,-0.60,1,0,0,0
positive,1,0,4,22,0,0,-1.40,2,1,1,1
neutral,0,1,0,10,1,0,0.35,0,0,0,0
objective,0,0,0,5,1,0,0.00,1,0,0,0
neutral,0,1,0,10,0,0,-0.05,0,0,0,0
objective,0,0,3,25,0,0,-0.46,0,0,0,0
positive,0,0,4,22,0,0,-0.41,0,1,0,0
positive,1,0,9,28,0,0,-0.99,5,3,0,0
objective,1,0,4,28,0,0,-0.33,2,3,0,0
positive,1,2,1,15,0,0,0.61,1,0,1,1
negative,0,0,0,23,0,0,-2.53,0,0,0,0
objective,0,1,0,11,0,0,-0.66,1,0,0,0
neutral,0,0,1,27,0,0,-0.71,2,0,0,0
positive,1,1,0,22,0,0,-1.05,1,1,1,1
positive,0,0,1,20,0,0,-1.24,3,2,1,1
positive,0,0,0,24,0,0,-1.99,0,0,0,0
positive,0,0,0,12,0,0,-0.59,1,0,1,1
positive,1,0,2,27,0,0,0.31,2,1,4,4
objective,0,0,5,16,0,0,-0.99,4,3,0,0
negative,0,0,1,17,0,0,0.07,0,1,0,0
neutral,0,0,2,14,0,0,-0.29,1,0,1,1
positive,1,0,1,10,0,0,-0.57,0,1,0,0
negative,0,1,0,15,0,0,-0.69,1,2,0,0
negative,0,0,0,26,0,0,-1.95,1,1,1,1
objective,0,1,3,26,0,0,-0.51,0,2,0,0
positive,0,0,1,15,1,0,-0.39,2,3,1,1
negative,1,0,2,25,0,0,0.67,2,2,3,3
positive,0,0,4,14,0,0,-1.19,1,1,1,1
neutral,0,0,2,22,0,0,0.41,1,0,0,0
negative,0,0,1,24,0,0,-1.25,0,1,0,0
positive,0,0,2,21,0,0,1.16,1,3,1,1
positive,0,0,1,18,0,0,-0.69,0,1,1,1
objective,0,0,4,24,0,0,-1.85,1,1,0,0
objective,0,0,2,19,0,0,-0.93,1,0,0,0
neutral,0,1,1,25,0,0,-1.89,0,1,0,0
positive,1,0,1,20,0,0,-0.83,1,1,1,1
positive,0,0,1,15,0,0,-1.14,1,0,0,0
positive,3,1,0,9,0,0,-0.56,2,0,2,2
objective,3,0,0,8,0,0,-0.73,2,1,2,2
neutral,0,0,3,17,0,0,-1.23,1,1,1,1
positive,0,0,2,24,0,0,-1.05,3,1,0,0
positive,0,0,0,18,1,0,-0.02,2,1,2,2
negative,0,1,1,23,0,0,-0.40,2,0,0,0
positive,0,0,1,23,0,0,-2.26,3,1,1,1
negative,0,1,2,21,0,0,-0.24,0,0,0,0
positive,0,0,0,13,1,0,-0.32,2,0,2,2
positive,4,1,0,19,0,0,0.53,0,1,0,0
neutral,0,1,0,6,0,0,-0.59,0,0,0,0
neutral,0,1,0,26,0,0,-0.81,2,2,0,0
neutral,2,1,0,27,0,0,-2.02,0,0,1,1
positive,0,0,3,21,0,0,-1.22,4,2,2,2
positive,0,0,0,20,0,0,-1.31,0,0,1,1
objective,0,0,0,21,0,0,-2.59,0,0,0,0
positive,2,1,2,27,0,0,-1.59,3,2,0,0
positive,0,0,1,18,0,0,0.27,0,3,0,0
positive,0,0,1,26,0,0,-2.09,3,2,2,2
negative,0,0,3,17,0,0,-0.23,1,1,2,2
positive,0,0,0,15,0,0,-0.02,1,0,1,1
negative,0,0,0,5,0,0,-0.31,0,1,1,1
positive,0,0,0,12,0,0,-0.69,1,0,2,2
objective,0,0,3,24,0,0,0.17,2,1,1,1
neutral,0,0,4,26,0,0,-1.13,1,0,1,1
positive,0,0,1,19,0,0,-0.34,3,1,0,0
objective,0,1,1,16,0,0,-0.73,2,0,0,0
positive,0,0,0,6,1,0,-0.33,0,0,0,0
positive,0,0,5,25,0,0,-0.54,3,0,1,1
objective,0,0,1,19,0,0,-0.26,2,0,0,0
positive,0,0,2,13,0,0,0.11,1,1,2,2
positive,0,0,0,6,0,0,0.02,1,0,1,1
positive,0,0,2,24,0,0,-0.98,2,0,1,1
negative,0,0,2,19,0,0,-0.34,1,1,1,1
neutral,0,0,0,12,0,0,-0.37,0,1,0,0
positive,0,0,0,12,2,0,0.33,1,0,1,1
positive,0,0,2,24,0,0,-2.56,0,1,0,0
negative,1,0,3,17,0,0,-1.53,0,1,1,1
objective,0,0,0,19,0,0,0.27,1,1,1,1
neutral,0,0,0,20,0,0,-2.03,0,0,1,1
negative,0,0,4,25,0,0,-2.23,4,3,0,0
objective,5,1,0,25,0,0,-1.55,2,1,2,2
negative,0,0,0,24,0,0,0.78,1,1,1,1
positive,0,0,0,11,0,0,-0.69,0,0,0,0
positive,8,0,1,15,0,0,-0.36,0,0,0,0
positive,1,0,2,18,0,0,-0.64,1,2,1,1
positive,1,0,0,19,1,0,-0.69,2,0,2,2
positive,0,0,3,34,0,0,-1.63,6,6,2,2
negative,0,0,5,25,0,0,-2.08,3,2,0,0
neutral,0,2,6,22,1,0,-1.56,1,0,1,1
neutral,0,0,4,21,0,0,-0.62,0,0,1,1
positive,1,3,1,20,0,0,0.04,2,0,3,3
objective,0,0,2,20,0,0,-1.53,0,0,0,0
negative,0,0,4,11,0,0,0.64,0,1,0,0
positive,0,0,3,8,0,0,-0.33,0,0,0,0
negative,0,0,0,19,0,0,-0.96,1,1,1,1
positive,0,0,1,15,0,0,-0.64,1,0,0,0
negative,2,0,0,18,0,0,-0.85,1,1,0,0
objective,0,0,2,22,0,0,-0.87,0,0,0,0
positive,0,0,4,26,0,0,-1.33,4,3,4,4
neutral,0,0,4,24,0,0,-0.34,0,0,1,1
positive,0,0,1,29,0,0,-0.45,3,1,2,2
positive,1,0,4,17,0,0,-0.72,1,1,1,1
positive,0,0,0,9,1,0,0.20,0,0,0,0
neutral,0,0,1,14,0,0,-0.68,1,0,2,2
neutral,0,0,2,24,0,0,-2.49,1,2,0,0
neutral,0,0,4,36,0,0,-1.96,2,3,2,2
positive,0,0,0,15,0,0,-0.95,0,0,0,0
negative,0,0,2,24,0,0,-1.30,0,0,0,0
positive,0,1,1,28,0,0,-1.85,5,1,1,1
objective,0,1,1,28,0,0,-0.08,2,1,0,0
neutral,0,0,0,28,0,0,-1.28,1,0,2,2
positive,4,0,1,17,0,0,0.67,2,0,2,2
negative,0,0,4,13,0,0,-1.67,0,1,0,0
neutral,0,0,3,25,0,0,-1.44,2,0,0,0
neutral,0,1,0,10,0,0,-0.25,0,0,0,0
neutral,0,0,1,21,0,0,-1.20,0,0,0,0
negative,0,0,0,12,0,0,-1.02,0,1,1,1
neutral,1,0,3,25,0,0,-2.53,1,2,0,0
positive,2,0,0,19,0,0,1.02,2,0,2,2
negative,0,0,0,2,0,0,0.00,1,1,0,0
positive,0,0,1,11,0,0,0.12,3,0,1,1
positive,0,0,1,10,0,0,-0.68,0,0,0,0
negative,0,0,0,31,0,0,-1.10,4,2,0,0
positive,2,0,0,25,0,0,-1.29,1,2,1,1
positive,0,0,1,29,0,0,-2.66,0,0,0,0
objective,0,0,8,29,0,0,-0.64,0,0,2,2
objective,0,0,3,26,0,0,-0.34,1,0,0,0
negative,0,0,4,22,0,0,0.10,1,3,0,0
positive,0,0,0,30,0,0,-2.35,2,1,1,1
positive,1,0,0,20,0,0,-0.73,1,1,0,0
objective,0,0,1,18,0,0,-1.07,1,1,0,0
neutral,0,0,0,17,0,0,-0.06,0,1,0,0
negative,1,0,1,22,0,0,0.02,2,2,0,0
negative,0,0,2,22,0,0,-1.36,2,2,0,0
positive,1,0,1,28,0,0,-2.10,2,2,3,3
neutral,0,0,0,23,0,0,-0.05,0,0,0,0
objective,0,0,4,20,0,0,-1.52,1,1,0,0
positive,0,0,3,22,0,0,-0.99,0,0,3,3
positive,0,0,2,22,0,0,-1.41,0,1,1,1
positive,2,0,9,17,0,0,-1.00,1,1,1,1
positive,0,0,3,23,0,0,-2.11,0,0,0,0
positive,4,0,0,25,0,0,-1.26,1,0,1,1
positive,0,0,2,25,0,0,-1.80,3,1,2,2
neutral,0,0,5,26,0,0,-1.25,0,1,1,1
positive,2,0,0,10,2,0,-0.00,1,0,1,1
positive,0,0,2,23,0,0,-1.67,3,0,3,3
positive,3,0,0,32,0,0,-2.86,7,5,0,0
negative,0,1,5,7,0,1,0.30,0,0,1,1
neutral,0,0,2,23,0,0,-0.92,1,2,0,0
objective,0,0,0,18,0,0,-1.69,1,2,0,0
positive,1,0,2,20,0,0,0.12,2,1,1,1
positive,0,0,1,17,1,0,-0.24,3,0,1,1
positive,0,0,2,12,0,0,-1.34,1,1,0,0
positive,2,0,0,23,0,0,-1.73,2,0,1,1
objective,0,0,1,23,0,0,-0.58,3,2,0,0
positive,0,0,4,22,0,0,0.15,2,2,2,2
positive,1,0,1,13,0,0,-0.59,1,0,0,0
neutral,3,0,0,4,0,0,0.00,0,0,0,0
positive,0,0,0,18,0,0,-0.90,2,2,2,2
positive,1,1,6,32,0,0,0.01,2,0,0,0
positive,0,0,4,20,0,0,-1.87,1,1,1,1
negative,0,0,1,22,0,0,0.06,2,1,1,1
positive,3,0,0,21,0,0,-1.13,5,2,2,2
negative,0,0,1,21,0,0,-0.14,1,1,0,0
positive,0,0,2,29,0,0,-0.31,1,0,2,2
positive,1,1,0,27,0,0,-0.64,1,2,1,1
positive,0,0,4,20,0,0,-0.20,0,3,0,0
positive,1,0,0,6,0,0,0.34,1,0,1,1
positive,0,0,4,23,0,0,1.02,5,1,4,4
positive,1,0,0,22,0,0,-1.31,2,0,0,0
objective,0,0,4,21,0,0,0.33,0,1,0,0
negative,0,1,1,22,0,0,0.68,2,1,1,1
positive,0,1,2,19,1,0,-1.54,0,1,0,0
neutral,0,0,0,17,0,0,-0.71,1,0,0,0
neutral,1,0,1,12,0,0,-0.28,1,1,0,0
neutral,0,0,3,26,0,0,0.33,2,0,2,2
objective,0,0,4,24,0,0,-0.89,0,0,1,1
positive,0,0,3,25,0,0,-0.86,4,1,3,3
positive,5,0,0,20,0,0,-0.11,1,0,1,1
neutral,1,0,2,29,0,0,-2.23,5,4,0,0
negative,0,0,2,26,0,0,0.55,2,3,1,1
positive,0,0,2,14,0,0,0.02,1,0,1,1
negative,0,0,4,18,0,0,-1.23,1,0,0,0
positive,4,0,0,15,0,0,-0.65,1,1,0,0
positive,0,0,1,23,0,0,-0.34,1,2,1,1
positive,2,0,0,25,0,0,-1.37,3,0,3,3
positive,2,0,2,19,0,0,-1.50,2,0,2,2
negative,0,0,1,21,0,0,-0.78,0,0,0,0
negative,0,0,4,42,0,0,-1.62,4,0,1,1
neutral,0,0,0,24,0,0,-0.22,2,0,0,0
negative,0,0,2,17,0,0,-0.67,0,1,0,0
neutral,0,2,0,11,0,0,-0.31,2,0,1,1
negative,0,0,1,15,0,0,-0.03,0,0,0,0
objective,0,0,1,20,0,0,-1.69,1,0,1,1
neutral,0,0,1,16,0,0,-0.21,0,0,0,0
positive,0,0,4,20,0,0,-0.17,2,1,2,2
positive,0,1,2,26,1,0,-0.96,2,1,1,1
negative,0,1,0,26,0,0,-1.17,1,2,0,0
positive,0,0,0,18,0,0,-0.15,1,0,1,1
objective,2,0,4,22,0,0,-2.52,1,0,0,0
negative,3,0,0,17,0,0,-1.53,2,1,0,0
positive,1,0,1,23,0,0,-2.57,3,1,0,0
positive,0,0,3,17,0,0,-0.58,1,1,0,0
positive,2,0,0,12,0,0,-0.37,0,0,0,0
negative,0,0,1,21,0,0,0.00,0,1,0,0
positive,0,0,3,20,0,0,-0.80,1,0,1,1
objective,0,0,5,23,0,0,-2.92,0,0,0,0
positive,0,0,1,24,0,0,-0.57,1,1,1,1
negative,0,0,3,14,0,0,-0.31,1,0,0,0
neutral,0,1,3,35,0,0,-0.96,1,2,0,0
positive,0,0,1,8,0,0,0.41,0,0,0,0
negative,0,0,1,27,0,0,-1.87,2,4,0,0
negative,0,0,4,27,0,0,0.34,6,4,2,2
negative,0,0,1,28,0,0,-2.00,0,1,0,0
positive,0,0,5,25,0,0,-1.67,1,0,1,1
positive,2,0,0,25,0,0,-1.98,2,0,1,1
positive,0,0,2,25,0,0,-1.56,3,1,3,3
objective,0,0,0,12,0,0,-1.60,1,1,2,2
objective,0,0,4,20,0,0,0.11,0,2,0,0
positive,4,0,0,23,0,0,0.73,6,1,2,2
positive,0,0,4,22,0,0,-0.11,2,2,2,2
objective,2,0,3,26,0,0,-1.71,6,2,0,0
objective,0,0,2,14,0,0,0.31,2,1,1,1
positive,0,0,2,25,0,0,-0.42,1,1,1,1
positive,1,0,0,16,2,0,-0.31,1,1,0,0
positive,0,0,0,21,0,0,0.09,0,1,1,1
objective,0,0,5,25,0,0,0.37,3,2,0,0
positive,0,0,0,12,0,0,-0.71,0,1,0,0
negative,0,0,1,18,0,0,-1.45,0,2,0,0
positive,0,1,0,21,0,0,-1.13,1,2,0,0
neutral,1,0,5,28,0,0,-0.09,2,0,0,0
positive,0,0,2,19,0,0,-0.25,1,1,0,0
negative,1,0,3,22,0,0,-0.76,2,0,1,1
negative,0,0,1,26,0,0,-1.64,2,5,1,1
negative,0,0,0,22,0,0,-1.72,0,0,0,0
positive,0,0,7,21,0,0,-0.67,2,1,0,0
positive,0,0,4,22,0,0,0.74,4,1,0,0
positive,0,0,5,21,0,0,-0.35,1,1,1,1
neutral,0,0,0,22,0,0,-1.47,1,0,1,1
positive,2,0,0,24,0,0,-0.69,0,1,0,0
positive,2,0,0,17,0,0,-0.95,2,0,1,1
positive,0,0,1,11,0,0,-0.76,1,1,1,1
neutral,0,0,3,22,0,0,0.37,1,3,0,0
neutral,0,0,1,23,1,0,-1.06,0,1,0,0
positive,2,0,0,21,0,0,-0.86,1,0,1,1
neutral,1,0,5,19,0,0,-0.93,2,0,0,0
positive,0,0,4,15,2,0,-0.66,0,1,0,0
neutral,0,1,2,23,0,0,-0.85,1,1,1,1
positive,1,0,1,18,1,0,2.08,4,0,2,2
neutral,0,0,3,18,0,0,0.10,2,2,0,0
neutral,0,0,3,21,0,0,-2.13,0,0,0,0
positive,0,0,3,17,0,0,-0.61,1,0,0,0
negative,0,1,1,26,0,0,-1.57,0,1,0,0
positive,0,1,4,23,0,0,-2.27,3,1,0,0
positive,0,1,2,16,0,0,0.27,1,0,2,2
objective,0,0,1,20,0,0,-2.42,2,0,0,0
positive,2,0,0,18,0,0,-1.23,1,1,1,1
negative,5,0,0,10,0,0,-1.33,0,0,2,2
objective,0,0,4,20,0,0,-1.69,0,1,0,0
objective,0,0,0,26,0,0,-1.59,3,1,2,2
positive,0,0,2,24,0,0,-0.82,2,3,2,2
objective,0,0,3,20,0,0,-2.08,2,1,1,1
negative,0,0,2,25,0,0,-1.41,3,1,1,1
negative,0,0,0,9,0,0,-1.33,0,1,0,0
negative,0,0,2,23,0,0,-0.42,1,0,1,1
negative,0,0,3,35,0,0,-2.90,0,2,0,0
positive,0,0,0,19,0,0,-0.91,3,0,2,2
negative,1,0,4,22,0,0,-0.34,1,2,0,0
positive,0,0,3,17,0,0,-0.89,2,2,0,0
negative,0,0,5,26,0,0,-2.14,3,2,0,0
neutral,0,0,0,8,0,0,-0.24,0,0,1,1
objective,0,0,1,21,0,0,-0.16,2,2,2,2
objective,0,0,1,16,0,0,2.09,0,1,0,0
positive,0,0,6,11,0,0,0.33,0,0,0,0
neutral,0,0,0,30,0,0,1.05,3,1,1,1
negative,0,0,3,37,0,0,-1.53,3,5,0,0
positive,0,1,2,26,0,0,-1.28,0,0,0,0
neutral,0,0,2,19,0,0,-0.81,0,0,1,1
positive,0,0,1,24,0,0,-0.44,2,0,0,0
positive,1,1,3,20,1,0,-0.91,3,0,1,1
negative,0,0,2,13,0,0,-0.29,0,0,0,0
negative,4,0,0,13,0,0,-0.26,0,0,0,0
negative,0,0,5,23,0,0,-0.47,1,0,1,1
positive,0,1,8,37,0,0,-1.04,2,0,1,1
neutral,0,0,3,23,0,0,-0.66,1,2,0,0
positive,0,0,3,25,0,0,-1.86,1,0,1,1
positive,1,0,0,15,0,0,-1.59,0,0,0,0
positive,2,0,0,23,0,0,-1.93,0,0,0,0
positive,0,0,1,28,0,0,-0.23,2,0,2,2
neutral,0,1,0,12,0,0,-0.12,0,0,0,0
